TIMESTMP;YEAR;MONTH;DAY;FEIERTAG;NAME_FT
07.09.2011;2011;9;7;0;
08.09.2011;2011;9;8;0;
09.09.2011;2011;9;9;0;
10.09.2011;2011;9;10;0;
11.09.2011;2011;9;11;0;
12.09.2011;2011;9;12;0;
13.09.2011;2011;9;13;0;
14.09.2011;2011;9;14;0;
15.09.2011;2011;9;15;0;
16.09.2011;2011;9;16;0;
17.09.2011;2011;9;17;0;
18.09.2011;2011;9;18;0;
19.09.2011;2011;9;19;0;
20.09.2011;2011;9;20;0;
21.09.2011;2011;9;21;0;
22.09.2011;2011;9;22;0;
23.09.2011;2011;9;23;0;
24.09.2011;2011;9;24;0;
25.09.2011;2011;9;25;0;
26.09.2011;2011;9;26;0;
27.09.2011;2011;9;27;0;
28.09.2011;2011;9;28;0;
29.09.2011;2011;9;29;0;
30.09.2011;2011;9;30;0;
01.10.2011;2011;10;1;0;
02.10.2011;2011;10;2;0;
03.10.2011;2011;10;3;1;Tag der Deutschen Einheit
04.10.2011;2011;10;4;0;
05.10.2011;2011;10;5;0;
06.10.2011;2011;10;6;0;
07.10.2011;2011;10;7;0;
08.10.2011;2011;10;8;0;
09.10.2011;2011;10;9;0;
10.10.2011;2011;10;10;0;
11.10.2011;2011;10;11;0;
12.10.2011;2011;10;12;0;
13.10.2011;2011;10;13;0;
14.10.2011;2011;10;14;0;
15.10.2011;2011;10;15;0;
16.10.2011;2011;10;16;0;
17.10.2011;2011;10;17;0;
18.10.2011;2011;10;18;0;
19.10.2011;2011;10;19;0;
20.10.2011;2011;10;20;0;
21.10.2011;2011;10;21;0;
22.10.2011;2011;10;22;0;
23.10.2011;2011;10;23;0;
24.10.2011;2011;10;24;0;
25.10.2011;2011;10;25;0;
26.10.2011;2011;10;26;0;
27.10.2011;2011;10;27;0;
28.10.2011;2011;10;28;0;
29.10.2011;2011;10;29;0;
30.10.2011;2011;10;30;0;
31.10.2011;2011;10;31;0;
01.11.2011;2011;11;1;0;
02.11.2011;2011;11;2;0;
03.11.2011;2011;11;3;0;
04.11.2011;2011;11;4;0;
05.11.2011;2011;11;5;0;
06.11.2011;2011;11;6;0;
07.11.2011;2011;11;7;0;
08.11.2011;2011;11;8;0;
09.11.2011;2011;11;9;0;
10.11.2011;2011;11;10;0;
11.11.2011;2011;11;11;0;
12.11.2011;2011;11;12;0;
13.11.2011;2011;11;13;0;
14.11.2011;2011;11;14;0;
15.11.2011;2011;11;15;0;
16.11.2011;2011;11;16;0;
17.11.2011;2011;11;17;0;
18.11.2011;2011;11;18;0;
19.11.2011;2011;11;19;0;
20.11.2011;2011;11;20;0;
21.11.2011;2011;11;21;0;
22.11.2011;2011;11;22;0;
23.11.2011;2011;11;23;0;
24.11.2011;2011;11;24;0;
25.11.2011;2011;11;25;0;
26.11.2011;2011;11;26;0;
27.11.2011;2011;11;27;0;
28.11.2011;2011;11;28;0;
29.11.2011;2011;11;29;0;
30.11.2011;2011;11;30;0;
01.12.2011;2011;12;1;0;
02.12.2011;2011;12;2;0;
03.12.2011;2011;12;3;0;
04.12.2011;2011;12;4;0;
05.12.2011;2011;12;5;0;
06.12.2011;2011;12;6;0;
07.12.2011;2011;12;7;0;
08.12.2011;2011;12;8;0;
09.12.2011;2011;12;9;0;
10.12.2011;2011;12;10;0;
11.12.2011;2011;12;11;0;
12.12.2011;2011;12;12;0;
13.12.2011;2011;12;13;0;
14.12.2011;2011;12;14;0;
15.12.2011;2011;12;15;0;
16.12.2011;2011;12;16;0;
17.12.2011;2011;12;17;0;
18.12.2011;2011;12;18;0;
19.12.2011;2011;12;19;0;
20.12.2011;2011;12;20;0;
21.12.2011;2011;12;21;0;
22.12.2011;2011;12;22;0;
23.12.2011;2011;12;23;0;
24.12.2011;2011;12;24;1;Weihnachten
25.12.2011;2011;12;25;1;Weihnachten
26.12.2011;2011;12;26;1;Weihnachten
27.12.2011;2011;12;27;0;
28.12.2011;2011;12;28;0;
29.12.2011;2011;12;29;0;
30.12.2011;2011;12;30;0;
31.12.2011;2011;12;31;1;Silvester
01.01.2012;2012;1;1;1;
02.01.2012;2012;1;2;0;
03.01.2012;2012;1;3;0;
04.01.2012;2012;1;4;0;
05.01.2012;2012;1;5;0;
06.01.2012;2012;1;6;0;
07.01.2012;2012;1;7;0;
08.01.2012;2012;1;8;0;
09.01.2012;2012;1;9;0;
10.01.2012;2012;1;10;0;
11.01.2012;2012;1;11;0;
12.01.2012;2012;1;12;0;
13.01.2012;2012;1;13;0;
14.01.2012;2012;1;14;0;
15.01.2012;2012;1;15;0;
16.01.2012;2012;1;16;0;
17.01.2012;2012;1;17;0;
18.01.2012;2012;1;18;0;
19.01.2012;2012;1;19;0;
20.01.2012;2012;1;20;0;
21.01.2012;2012;1;21;0;
22.01.2012;2012;1;22;0;
23.01.2012;2012;1;23;0;
24.01.2012;2012;1;24;0;
25.01.2012;2012;1;25;0;
26.01.2012;2012;1;26;0;
27.01.2012;2012;1;27;0;
28.01.2012;2012;1;28;0;
29.01.2012;2012;1;29;0;
30.01.2012;2012;1;30;0;
31.01.2012;2012;1;31;0;
01.02.2012;2012;2;1;0;
02.02.2012;2012;2;2;0;
03.02.2012;2012;2;3;0;
04.02.2012;2012;2;4;0;
05.02.2012;2012;2;5;0;
06.02.2012;2012;2;6;0;
07.02.2012;2012;2;7;0;
08.02.2012;2012;2;8;0;
09.02.2012;2012;2;9;0;
10.02.2012;2012;2;10;0;
11.02.2012;2012;2;11;0;
12.02.2012;2012;2;12;0;
13.02.2012;2012;2;13;0;
14.02.2012;2012;2;14;0;
15.02.2012;2012;2;15;0;
16.02.2012;2012;2;16;0;
17.02.2012;2012;2;17;0;
18.02.2012;2012;2;18;0;
19.02.2012;2012;2;19;0;
20.02.2012;2012;2;20;0;
21.02.2012;2012;2;21;0;
22.02.2012;2012;2;22;0;
23.02.2012;2012;2;23;0;
24.02.2012;2012;2;24;0;
25.02.2012;2012;2;25;0;
26.02.2012;2012;2;26;0;
27.02.2012;2012;2;27;0;
28.02.2012;2012;2;28;0;
29.02.2012;2012;2;29;0;
01.03.2012;2012;3;1;0;
02.03.2012;2012;3;2;0;
03.03.2012;2012;3;3;0;
04.03.2012;2012;3;4;0;
05.03.2012;2012;3;5;0;
06.03.2012;2012;3;6;0;
07.03.2012;2012;3;7;0;
08.03.2012;2012;3;8;0;
09.03.2012;2012;3;9;0;
10.03.2012;2012;3;10;0;
11.03.2012;2012;3;11;0;
12.03.2012;2012;3;12;0;
13.03.2012;2012;3;13;0;
14.03.2012;2012;3;14;0;
15.03.2012;2012;3;15;0;
16.03.2012;2012;3;16;0;
17.03.2012;2012;3;17;0;
18.03.2012;2012;3;18;0;
19.03.2012;2012;3;19;0;
20.03.2012;2012;3;20;0;
21.03.2012;2012;3;21;0;
22.03.2012;2012;3;22;0;
23.03.2012;2012;3;23;0;
24.03.2012;2012;3;24;0;
25.03.2012;2012;3;25;0;
26.03.2012;2012;3;26;0;
27.03.2012;2012;3;27;0;
28.03.2012;2012;3;28;0;
29.03.2012;2012;3;29;0;
30.03.2012;2012;3;30;0;
31.03.2012;2012;3;31;0;
01.04.2012;2012;4;1;0;
02.04.2012;2012;4;2;0;
03.04.2012;2012;4;3;0;
04.04.2012;2012;4;4;0;
05.04.2012;2012;4;5;0;
06.04.2012;2012;4;6;1;
07.04.2012;2012;4;7;1;
08.04.2012;2012;4;8;1;
09.04.2012;2012;4;9;1;
10.04.2012;2012;4;10;0;
11.04.2012;2012;4;11;0;
12.04.2012;2012;4;12;0;
13.04.2012;2012;4;13;0;
14.04.2012;2012;4;14;0;
15.04.2012;2012;4;15;0;
16.04.2012;2012;4;16;0;
17.04.2012;2012;4;17;0;
18.04.2012;2012;4;18;0;
19.04.2012;2012;4;19;0;
20.04.2012;2012;4;20;0;
21.04.2012;2012;4;21;0;
22.04.2012;2012;4;22;0;
23.04.2012;2012;4;23;0;
24.04.2012;2012;4;24;0;
25.04.2012;2012;4;25;0;
26.04.2012;2012;4;26;0;
27.04.2012;2012;4;27;0;
28.04.2012;2012;4;28;0;
29.04.2012;2012;4;29;0;
30.04.2012;2012;4;30;0;
01.05.2012;2012;5;1;1;Tag der Arbeit
02.05.2012;2012;5;2;0;
03.05.2012;2012;5;3;0;
04.05.2012;2012;5;4;0;
05.05.2012;2012;5;5;0;
06.05.2012;2012;5;6;0;
07.05.2012;2012;5;7;0;
08.05.2012;2012;5;8;0;
09.05.2012;2012;5;9;0;
10.05.2012;2012;5;10;0;
11.05.2012;2012;5;11;0;
12.05.2012;2012;5;12;0;
13.05.2012;2012;5;13;0;
14.05.2012;2012;5;14;0;
15.05.2012;2012;5;15;0;
16.05.2012;2012;5;16;0;
17.05.2012;2012;5;17;1;
18.05.2012;2012;5;18;0;
19.05.2012;2012;5;19;0;
20.05.2012;2012;5;20;0;
21.05.2012;2012;5;21;0;
22.05.2012;2012;5;22;0;
23.05.2012;2012;5;23;0;
24.05.2012;2012;5;24;0;
25.05.2012;2012;5;25;0;
26.05.2012;2012;5;26;0;
27.05.2012;2012;5;27;1;
28.05.2012;2012;5;28;1;
29.05.2012;2012;5;29;0;
30.05.2012;2012;5;30;0;
31.05.2012;2012;5;31;0;
01.06.2012;2012;6;1;0;
02.06.2012;2012;6;2;0;
03.06.2012;2012;6;3;0;
04.06.2012;2012;6;4;0;
05.06.2012;2012;6;5;0;
06.06.2012;2012;6;6;0;
07.06.2012;2012;6;7;0;
08.06.2012;2012;6;8;0;
09.06.2012;2012;6;9;0;
10.06.2012;2012;6;10;0;
11.06.2012;2012;6;11;0;
12.06.2012;2012;6;12;0;
13.06.2012;2012;6;13;0;
14.06.2012;2012;6;14;0;
15.06.2012;2012;6;15;0;
16.06.2012;2012;6;16;0;
17.06.2012;2012;6;17;0;
18.06.2012;2012;6;18;0;
19.06.2012;2012;6;19;0;
20.06.2012;2012;6;20;0;
21.06.2012;2012;6;21;0;
22.06.2012;2012;6;22;0;
23.06.2012;2012;6;23;0;
24.06.2012;2012;6;24;0;
25.06.2012;2012;6;25;0;
26.06.2012;2012;6;26;0;
27.06.2012;2012;6;27;0;
28.06.2012;2012;6;28;0;
29.06.2012;2012;6;29;0;
30.06.2012;2012;6;30;0;
01.07.2012;2012;7;1;0;
02.07.2012;2012;7;2;0;
03.07.2012;2012;7;3;0;
04.07.2012;2012;7;4;0;
05.07.2012;2012;7;5;0;
06.07.2012;2012;7;6;0;
07.07.2012;2012;7;7;0;
08.07.2012;2012;7;8;0;
09.07.2012;2012;7;9;0;
10.07.2012;2012;7;10;0;
11.07.2012;2012;7;11;0;
12.07.2012;2012;7;12;0;
13.07.2012;2012;7;13;0;
14.07.2012;2012;7;14;0;
15.07.2012;2012;7;15;0;
16.07.2012;2012;7;16;0;
17.07.2012;2012;7;17;0;
18.07.2012;2012;7;18;0;
19.07.2012;2012;7;19;0;
20.07.2012;2012;7;20;0;
21.07.2012;2012;7;21;0;
22.07.2012;2012;7;22;0;
23.07.2012;2012;7;23;0;
24.07.2012;2012;7;24;0;
25.07.2012;2012;7;25;0;
26.07.2012;2012;7;26;0;
27.07.2012;2012;7;27;0;
28.07.2012;2012;7;28;0;
29.07.2012;2012;7;29;0;
30.07.2012;2012;7;30;0;
31.07.2012;2012;7;31;0;
01.08.2012;2012;8;1;0;
02.08.2012;2012;8;2;0;
03.08.2012;2012;8;3;0;
04.08.2012;2012;8;4;0;
05.08.2012;2012;8;5;0;
06.08.2012;2012;8;6;0;
07.08.2012;2012;8;7;0;
08.08.2012;2012;8;8;0;
09.08.2012;2012;8;9;0;
10.08.2012;2012;8;10;0;
11.08.2012;2012;8;11;0;
12.08.2012;2012;8;12;0;
13.08.2012;2012;8;13;0;
14.08.2012;2012;8;14;0;
15.08.2012;2012;8;15;0;
16.08.2012;2012;8;16;0;
17.08.2012;2012;8;17;0;
18.08.2012;2012;8;18;0;
19.08.2012;2012;8;19;0;
20.08.2012;2012;8;20;0;
21.08.2012;2012;8;21;0;
22.08.2012;2012;8;22;0;
23.08.2012;2012;8;23;0;
24.08.2012;2012;8;24;0;
25.08.2012;2012;8;25;0;
26.08.2012;2012;8;26;0;
27.08.2012;2012;8;27;0;
28.08.2012;2012;8;28;0;
29.08.2012;2012;8;29;0;
30.08.2012;2012;8;30;0;
31.08.2012;2012;8;31;0;
01.09.2012;2012;9;1;0;
02.09.2012;2012;9;2;0;
03.09.2012;2012;9;3;0;
04.09.2012;2012;9;4;0;
05.09.2012;2012;9;5;0;
06.09.2012;2012;9;6;0;
07.09.2012;2012;9;7;0;
08.09.2012;2012;9;8;0;
09.09.2012;2012;9;9;0;
10.09.2012;2012;9;10;0;
11.09.2012;2012;9;11;0;
12.09.2012;2012;9;12;0;
13.09.2012;2012;9;13;0;
14.09.2012;2012;9;14;0;
15.09.2012;2012;9;15;0;
16.09.2012;2012;9;16;0;
17.09.2012;2012;9;17;0;
18.09.2012;2012;9;18;0;
19.09.2012;2012;9;19;0;
20.09.2012;2012;9;20;0;
21.09.2012;2012;9;21;0;
22.09.2012;2012;9;22;0;
23.09.2012;2012;9;23;0;
24.09.2012;2012;9;24;0;
25.09.2012;2012;9;25;0;
26.09.2012;2012;9;26;0;
27.09.2012;2012;9;27;0;
28.09.2012;2012;9;28;0;
29.09.2012;2012;9;29;0;
30.09.2012;2012;9;30;0;
01.10.2012;2012;10;1;0;
02.10.2012;2012;10;2;0;
03.10.2012;2012;10;3;1;Tag der Deutschen Einheit
04.10.2012;2012;10;4;0;
05.10.2012;2012;10;5;0;
06.10.2012;2012;10;6;0;
07.10.2012;2012;10;7;0;
08.10.2012;2012;10;8;0;
09.10.2012;2012;10;9;0;
10.10.2012;2012;10;10;0;
11.10.2012;2012;10;11;0;
12.10.2012;2012;10;12;0;
13.10.2012;2012;10;13;0;
14.10.2012;2012;10;14;0;
15.10.2012;2012;10;15;0;
16.10.2012;2012;10;16;0;
17.10.2012;2012;10;17;0;
18.10.2012;2012;10;18;0;
19.10.2012;2012;10;19;0;
20.10.2012;2012;10;20;0;
21.10.2012;2012;10;21;0;
22.10.2012;2012;10;22;0;
23.10.2012;2012;10;23;0;
24.10.2012;2012;10;24;0;
25.10.2012;2012;10;25;0;
26.10.2012;2012;10;26;0;
27.10.2012;2012;10;27;0;
28.10.2012;2012;10;28;0;
29.10.2012;2012;10;29;0;
30.10.2012;2012;10;30;0;
31.10.2012;2012;10;31;0;
01.11.2012;2012;11;1;0;
02.11.2012;2012;11;2;0;
03.11.2012;2012;11;3;0;
04.11.2012;2012;11;4;0;
05.11.2012;2012;11;5;0;
06.11.2012;2012;11;6;0;
07.11.2012;2012;11;7;0;
08.11.2012;2012;11;8;0;
09.11.2012;2012;11;9;0;
10.11.2012;2012;11;10;0;
11.11.2012;2012;11;11;0;
12.11.2012;2012;11;12;0;
13.11.2012;2012;11;13;0;
14.11.2012;2012;11;14;0;
15.11.2012;2012;11;15;0;
16.11.2012;2012;11;16;0;
17.11.2012;2012;11;17;0;
18.11.2012;2012;11;18;0;
19.11.2012;2012;11;19;0;
20.11.2012;2012;11;20;0;
21.11.2012;2012;11;21;0;
22.11.2012;2012;11;22;0;
23.11.2012;2012;11;23;0;
24.11.2012;2012;11;24;0;
25.11.2012;2012;11;25;0;
26.11.2012;2012;11;26;0;
27.11.2012;2012;11;27;0;
28.11.2012;2012;11;28;0;
29.11.2012;2012;11;29;0;
30.11.2012;2012;11;30;0;
01.12.2012;2012;12;1;0;
02.12.2012;2012;12;2;0;
03.12.2012;2012;12;3;0;
04.12.2012;2012;12;4;0;
05.12.2012;2012;12;5;0;
06.12.2012;2012;12;6;0;
07.12.2012;2012;12;7;0;
08.12.2012;2012;12;8;0;
09.12.2012;2012;12;9;0;
10.12.2012;2012;12;10;0;
11.12.2012;2012;12;11;0;
12.12.2012;2012;12;12;0;
13.12.2012;2012;12;13;0;
14.12.2012;2012;12;14;0;
15.12.2012;2012;12;15;0;
16.12.2012;2012;12;16;0;
17.12.2012;2012;12;17;0;
18.12.2012;2012;12;18;0;
19.12.2012;2012;12;19;0;
20.12.2012;2012;12;20;0;
21.12.2012;2012;12;21;0;
22.12.2012;2012;12;22;0;
23.12.2012;2012;12;23;0;
24.12.2012;2012;12;24;1;Weihnachten
25.12.2012;2012;12;25;1;Weihnachten
26.12.2012;2012;12;26;1;Weihnachten
27.12.2012;2012;12;27;0;
28.12.2012;2012;12;28;0;
29.12.2012;2012;12;29;0;
30.12.2012;2012;12;30;0;
31.12.2012;2012;12;31;1;Silvester
01.01.2013;2013;1;1;1;
02.01.2013;2013;1;2;0;
03.01.2013;2013;1;3;0;
04.01.2013;2013;1;4;0;
05.01.2013;2013;1;5;0;
06.01.2013;2013;1;6;0;
07.01.2013;2013;1;7;0;
08.01.2013;2013;1;8;0;
09.01.2013;2013;1;9;0;
10.01.2013;2013;1;10;0;
11.01.2013;2013;1;11;0;
12.01.2013;2013;1;12;0;
13.01.2013;2013;1;13;0;
14.01.2013;2013;1;14;0;
15.01.2013;2013;1;15;0;
16.01.2013;2013;1;16;0;
17.01.2013;2013;1;17;0;
18.01.2013;2013;1;18;0;
19.01.2013;2013;1;19;0;
20.01.2013;2013;1;20;0;
21.01.2013;2013;1;21;0;
22.01.2013;2013;1;22;0;
23.01.2013;2013;1;23;0;
24.01.2013;2013;1;24;0;
25.01.2013;2013;1;25;0;
26.01.2013;2013;1;26;0;
27.01.2013;2013;1;27;0;
28.01.2013;2013;1;28;0;
29.01.2013;2013;1;29;0;
30.01.2013;2013;1;30;0;
31.01.2013;2013;1;31;0;
01.02.2013;2013;2;1;0;
02.02.2013;2013;2;2;0;
03.02.2013;2013;2;3;0;
04.02.2013;2013;2;4;0;
05.02.2013;2013;2;5;0;
06.02.2013;2013;2;6;0;
07.02.2013;2013;2;7;0;
08.02.2013;2013;2;8;0;
09.02.2013;2013;2;9;0;
10.02.2013;2013;2;10;0;
11.02.2013;2013;2;11;0;
12.02.2013;2013;2;12;0;
13.02.2013;2013;2;13;0;
14.02.2013;2013;2;14;0;
15.02.2013;2013;2;15;0;
16.02.2013;2013;2;16;0;
17.02.2013;2013;2;17;0;
18.02.2013;2013;2;18;0;
19.02.2013;2013;2;19;0;
20.02.2013;2013;2;20;0;
21.02.2013;2013;2;21;0;
22.02.2013;2013;2;22;0;
23.02.2013;2013;2;23;0;
24.02.2013;2013;2;24;0;
25.02.2013;2013;2;25;0;
26.02.2013;2013;2;26;0;
27.02.2013;2013;2;27;0;
28.02.2013;2013;2;28;0;
01.03.2013;2013;3;1;0;
02.03.2013;2013;3;2;0;
03.03.2013;2013;3;3;0;
04.03.2013;2013;3;4;0;
05.03.2013;2013;3;5;0;
06.03.2013;2013;3;6;0;
07.03.2013;2013;3;7;0;
08.03.2013;2013;3;8;0;
09.03.2013;2013;3;9;0;
10.03.2013;2013;3;10;0;
11.03.2013;2013;3;11;0;
12.03.2013;2013;3;12;0;
13.03.2013;2013;3;13;0;
14.03.2013;2013;3;14;0;
15.03.2013;2013;3;15;0;
16.03.2013;2013;3;16;0;
17.03.2013;2013;3;17;0;
18.03.2013;2013;3;18;0;
19.03.2013;2013;3;19;0;
20.03.2013;2013;3;20;0;
21.03.2013;2013;3;21;0;
22.03.2013;2013;3;22;0;
23.03.2013;2013;3;23;0;
24.03.2013;2013;3;24;0;
25.03.2013;2013;3;25;0;
26.03.2013;2013;3;26;0;
27.03.2013;2013;3;27;0;
28.03.2013;2013;3;28;0;
29.03.2013;2013;3;29;1;
30.03.2013;2013;3;30;1;
31.03.2013;2013;3;31;1;
01.04.2013;2013;4;1;1;
02.04.2013;2013;4;2;0;
03.04.2013;2013;4;3;0;
04.04.2013;2013;4;4;0;
05.04.2013;2013;4;5;0;
06.04.2013;2013;4;6;0;
07.04.2013;2013;4;7;0;
08.04.2013;2013;4;8;0;
09.04.2013;2013;4;9;0;
10.04.2013;2013;4;10;0;
11.04.2013;2013;4;11;0;
12.04.2013;2013;4;12;0;
13.04.2013;2013;4;13;0;
14.04.2013;2013;4;14;0;
15.04.2013;2013;4;15;0;
16.04.2013;2013;4;16;0;
17.04.2013;2013;4;17;0;
18.04.2013;2013;4;18;0;
19.04.2013;2013;4;19;0;
20.04.2013;2013;4;20;0;
21.04.2013;2013;4;21;0;
22.04.2013;2013;4;22;0;
23.04.2013;2013;4;23;0;
24.04.2013;2013;4;24;0;
25.04.2013;2013;4;25;0;
26.04.2013;2013;4;26;0;
27.04.2013;2013;4;27;0;
28.04.2013;2013;4;28;0;
29.04.2013;2013;4;29;0;
30.04.2013;2013;4;30;0;
01.05.2013;2013;5;1;1;Tag der Arbeit
02.05.2013;2013;5;2;0;
03.05.2013;2013;5;3;0;
04.05.2013;2013;5;4;0;
05.05.2013;2013;5;5;0;
06.05.2013;2013;5;6;0;
07.05.2013;2013;5;7;0;
08.05.2013;2013;5;8;0;
09.05.2013;2013;5;9;1;
10.05.2013;2013;5;10;0;
11.05.2013;2013;5;11;0;
12.05.2013;2013;5;12;0;
13.05.2013;2013;5;13;0;
14.05.2013;2013;5;14;0;
15.05.2013;2013;5;15;0;
16.05.2013;2013;5;16;0;
17.05.2013;2013;5;17;0;
18.05.2013;2013;5;18;0;
19.05.2013;2013;5;19;1;
20.05.2013;2013;5;20;1;
21.05.2013;2013;5;21;0;
22.05.2013;2013;5;22;0;
23.05.2013;2013;5;23;0;
24.05.2013;2013;5;24;0;
25.05.2013;2013;5;25;0;
26.05.2013;2013;5;26;0;
27.05.2013;2013;5;27;0;
28.05.2013;2013;5;28;0;
29.05.2013;2013;5;29;0;
30.05.2013;2013;5;30;0;
31.05.2013;2013;5;31;0;
01.06.2013;2013;6;1;0;
02.06.2013;2013;6;2;0;
03.06.2013;2013;6;3;0;
04.06.2013;2013;6;4;0;
05.06.2013;2013;6;5;0;
06.06.2013;2013;6;6;0;
07.06.2013;2013;6;7;0;
08.06.2013;2013;6;8;0;
09.06.2013;2013;6;9;0;
10.06.2013;2013;6;10;0;
11.06.2013;2013;6;11;0;
12.06.2013;2013;6;12;0;
13.06.2013;2013;6;13;0;
14.06.2013;2013;6;14;0;
15.06.2013;2013;6;15;0;
16.06.2013;2013;6;16;0;
17.06.2013;2013;6;17;0;
18.06.2013;2013;6;18;0;
19.06.2013;2013;6;19;0;
20.06.2013;2013;6;20;0;
21.06.2013;2013;6;21;0;
22.06.2013;2013;6;22;0;
23.06.2013;2013;6;23;0;
24.06.2013;2013;6;24;0;
25.06.2013;2013;6;25;0;
26.06.2013;2013;6;26;0;
27.06.2013;2013;6;27;0;
28.06.2013;2013;6;28;0;
29.06.2013;2013;6;29;0;
30.06.2013;2013;6;30;0;
01.07.2013;2013;7;1;0;
02.07.2013;2013;7;2;0;
03.07.2013;2013;7;3;0;
04.07.2013;2013;7;4;0;
05.07.2013;2013;7;5;0;
06.07.2013;2013;7;6;0;
07.07.2013;2013;7;7;0;
08.07.2013;2013;7;8;0;
09.07.2013;2013;7;9;0;
10.07.2013;2013;7;10;0;
11.07.2013;2013;7;11;0;
12.07.2013;2013;7;12;0;
13.07.2013;2013;7;13;0;
14.07.2013;2013;7;14;0;
15.07.2013;2013;7;15;0;
16.07.2013;2013;7;16;0;
17.07.2013;2013;7;17;0;
18.07.2013;2013;7;18;0;
19.07.2013;2013;7;19;0;
20.07.2013;2013;7;20;0;
21.07.2013;2013;7;21;0;
22.07.2013;2013;7;22;0;
23.07.2013;2013;7;23;0;
24.07.2013;2013;7;24;0;
25.07.2013;2013;7;25;0;
26.07.2013;2013;7;26;0;
27.07.2013;2013;7;27;0;
28.07.2013;2013;7;28;0;
29.07.2013;2013;7;29;0;
30.07.2013;2013;7;30;0;
31.07.2013;2013;7;31;0;
01.08.2013;2013;8;1;0;
02.08.2013;2013;8;2;0;
03.08.2013;2013;8;3;0;
04.08.2013;2013;8;4;0;
05.08.2013;2013;8;5;0;
06.08.2013;2013;8;6;0;
07.08.2013;2013;8;7;0;
08.08.2013;2013;8;8;0;
09.08.2013;2013;8;9;0;
10.08.2013;2013;8;10;0;
11.08.2013;2013;8;11;0;
12.08.2013;2013;8;12;0;
13.08.2013;2013;8;13;0;
14.08.2013;2013;8;14;0;
15.08.2013;2013;8;15;0;
16.08.2013;2013;8;16;0;
17.08.2013;2013;8;17;0;
18.08.2013;2013;8;18;0;
19.08.2013;2013;8;19;0;
20.08.2013;2013;8;20;0;
21.08.2013;2013;8;21;0;
22.08.2013;2013;8;22;0;
23.08.2013;2013;8;23;0;
24.08.2013;2013;8;24;0;
25.08.2013;2013;8;25;0;
26.08.2013;2013;8;26;0;
27.08.2013;2013;8;27;0;
28.08.2013;2013;8;28;0;
29.08.2013;2013;8;29;0;
30.08.2013;2013;8;30;0;
31.08.2013;2013;8;31;0;
01.09.2013;2013;9;1;0;
02.09.2013;2013;9;2;0;
03.09.2013;2013;9;3;0;
04.09.2013;2013;9;4;0;
05.09.2013;2013;9;5;0;
06.09.2013;2013;9;6;0;
07.09.2013;2013;9;7;0;
08.09.2013;2013;9;8;0;
09.09.2013;2013;9;9;0;
10.09.2013;2013;9;10;0;
11.09.2013;2013;9;11;0;
12.09.2013;2013;9;12;0;
13.09.2013;2013;9;13;0;
14.09.2013;2013;9;14;0;
15.09.2013;2013;9;15;0;
16.09.2013;2013;9;16;0;
17.09.2013;2013;9;17;0;
18.09.2013;2013;9;18;0;
19.09.2013;2013;9;19;0;
20.09.2013;2013;9;20;0;
21.09.2013;2013;9;21;0;
22.09.2013;2013;9;22;0;
23.09.2013;2013;9;23;0;
24.09.2013;2013;9;24;0;
25.09.2013;2013;9;25;0;
26.09.2013;2013;9;26;0;
27.09.2013;2013;9;27;0;
28.09.2013;2013;9;28;0;
29.09.2013;2013;9;29;0;
30.09.2013;2013;9;30;0;
01.10.2013;2013;10;1;0;
02.10.2013;2013;10;2;0;
03.10.2013;2013;10;3;1;Tag der Deutschen Einheit
04.10.2013;2013;10;4;0;
05.10.2013;2013;10;5;0;
06.10.2013;2013;10;6;0;
07.10.2013;2013;10;7;0;
08.10.2013;2013;10;8;0;
09.10.2013;2013;10;9;0;
10.10.2013;2013;10;10;0;
11.10.2013;2013;10;11;0;
12.10.2013;2013;10;12;0;
13.10.2013;2013;10;13;0;
14.10.2013;2013;10;14;0;
15.10.2013;2013;10;15;0;
16.10.2013;2013;10;16;0;
17.10.2013;2013;10;17;0;
18.10.2013;2013;10;18;0;
19.10.2013;2013;10;19;0;
20.10.2013;2013;10;20;0;
21.10.2013;2013;10;21;0;
22.10.2013;2013;10;22;0;
23.10.2013;2013;10;23;0;
24.10.2013;2013;10;24;0;
25.10.2013;2013;10;25;0;
26.10.2013;2013;10;26;0;
27.10.2013;2013;10;27;0;
28.10.2013;2013;10;28;0;
29.10.2013;2013;10;29;0;
30.10.2013;2013;10;30;0;
31.10.2013;2013;10;31;0;
01.11.2013;2013;11;1;0;
02.11.2013;2013;11;2;0;
03.11.2013;2013;11;3;0;
04.11.2013;2013;11;4;0;
05.11.2013;2013;11;5;0;
06.11.2013;2013;11;6;0;
07.11.2013;2013;11;7;0;
08.11.2013;2013;11;8;0;
09.11.2013;2013;11;9;0;
10.11.2013;2013;11;10;0;
11.11.2013;2013;11;11;0;
12.11.2013;2013;11;12;0;
13.11.2013;2013;11;13;0;
14.11.2013;2013;11;14;0;
15.11.2013;2013;11;15;0;
16.11.2013;2013;11;16;0;
17.11.2013;2013;11;17;0;
18.11.2013;2013;11;18;0;
19.11.2013;2013;11;19;0;
20.11.2013;2013;11;20;0;
21.11.2013;2013;11;21;0;
22.11.2013;2013;11;22;0;
23.11.2013;2013;11;23;0;
24.11.2013;2013;11;24;0;
25.11.2013;2013;11;25;0;
26.11.2013;2013;11;26;0;
27.11.2013;2013;11;27;0;
28.11.2013;2013;11;28;0;
29.11.2013;2013;11;29;0;
